game_number,date,goal_word,bot_solved,num_guesses,guess1,guess1_state,guess2,guess2_state,guess3,guess3_state,guess4,guess4_state,guess5,guess5_state,guess6,guess6_state
507,2022-11-07,begin,True,5,balky,g????,bocce,g???y,bebug,ggy?y,beget,gggy?,begin,ggggg,,
508,2022-11-08,spell,True,5,balky,??y??,liter,y??y?,oleos,?yg?y,shelf,g?gg?,spell,ggggg,,
509,2022-11-09,rainy,True,4,balky,?g??g,party,?gy?g,randy,ggy?g,rainy,ggggg,,,,
510,2022-11-10,unite,True,4,balky,?????,noire,y?g?g,chine,??gyg,unite,ggggg,,,,
511,2022-11-11,medal,True,6,balky,?yy??,alert,yyy??,lease,ygy?y,penal,?g?gg,decal,yg?gg,medal,ggggg
512,2022-11-12,valet,True,6,balky,?gg??,calla,?ggyy,paled,?ggg?,males,?ggg?,haler,?ggg?,valet,ggggg
513,2022-11-13,inane,True,3,balky,?y???,irate,g?g?g,inane,ggggg,,,,,,
514,2022-11-14,maple,True,4,balky,?gy??,carol,?g??y,lanai,yg?y?,maple,ggggg,,,,
515,2022-11-15,snarl,True,4,balky,?yy??,alert,yy?g?,liars,y?ggy,snarl,ggggg,,,,
516,2022-11-16,baker,True,2,balky,gg?y?,baker,ggggg,,,,,,,,
517,2022-11-17,there,True,4,balky,?????,noire,???gg,metre,?yygg,there,ggggg,,,,
518,2022-11-18,glyph,True,4,balky,??y?y,lyres,yy???,idyll,?ggyy,glyph,ggggg,,,,
519,2022-11-19,avert,True,4,balky,?y???,irate,?yyyy,terra,yyygy,avert,ggggg,,,,
520,2022-11-20,brave,True,5,balky,gy???,board,g?gy?,brans,ggg??,brace,ggg?g,brave,ggggg,,
521,2022-11-21,axiom,True,6,balky,?y???,irate,y?y??,assai,g??yy,anima,g?gyy,amigo,gyg?y,axiom,ggggg
522,2022-11-22,prime,True,6,balky,?????,noire,??gyg,prise,ggg?g,price,ggg?g,pride,ggg?g,prime,ggggg
523,2022-11-23,drive,True,6,balky,?????,noire,??gyg,prise,?gg?g,trite,?gg?g,crime,?gg?g,drive,ggggg
524,2022-11-24,feast,True,4,balky,?y???,irate,??gyy,meant,?gg?g,feast,ggggg,,,,
525,2022-11-25,itchy,True,4,balky,????g,deity,??yyg,tinny,yy??g,itchy,ggggg,,,,
526,2022-11-26,clean,True,4,balky,?yy??,alert,ygg??,fleas,?ggg?,clean,ggggg,,,,
527,2022-11-27,happy,True,6,balky,?g??g,party,yg??g,campy,?g?gg,waspy,?g?gg,nappy,?gggg,happy,ggggg
528,2022-11-28,tepid,True,5,balky,?????,noire,??y?y,sites,?yyy?,ethic,yy?g?,tepid,ggggg,,
529,2022-11-29,undue,True,5,balky,?????,noire,y???g,dense,yyy?g,endue,ygggg,undue,ggggg,,
530,2022-11-30,study,True,4,balky,????g,deity,y??yg,turdy,yy?gg,study,ggggg,,,,
531,2022-12-01,eject,True,6,balky,?????,noire,????y,duets,??gy?,tweet,y?gyg,etext,gyg?g,eject,ggggg
532,2022-12-02,chafe,True,4,balky,?y???,irate,??g?g,cease,gyg?g,chafe,ggggg,,,,
533,2022-12-03,torso,True,4,balky,?????,noire,?g?y?,cords,?gg?y,torso,ggggg,,,,
534,2022-12-04,adore,True,3,balky,?y???,irate,?yy?g,adore,ggggg,,,,,,
535,2022-12-05,woken,True,4,balky,???y?,inker,?ygg?,token,?gggg,woken,ggggg,,,,
536,2022-12-06,amber,True,3,balky,yy???,rebar,yygyg,amber,ggggg,,,,,,
537,2022-12-07,joust,True,5,balky,?????,noire,?g???,cooch,?gy??,touts,yggyy,joust,ggggg,,
538,2022-12-08,infer,True,5,balky,?????,noire,y?yyy,inter,gg?gg,inner,ggygg,infer,ggggg,,
539,2022-12-09,braid,True,3,balky,gy???,board,g?gyg,braid,ggggg,,,,,,
540,2022-12-10,knock,True,4,balky,???y?,inker,?gy??,snook,?ggyg,knock,ggggg,,,,
541,2022-12-11,naive,True,5,balky,?g???,carat,?g?y?,panda,?gy?y,mason,?g??y,naive,ggggg,,
542,2022-12-12,apply,True,3,balky,?yy?g,amply,g?ggg,apply,ggggg,,,,,,
543,2022-12-13,spoke,True,4,balky,???g?,cocks,?y?gy,stoke,g?ggg,spoke,ggggg,,,,
544,2022-12-14,usual,True,4,balky,?yy??,alert,yy???,snail,y?y?g,usual,ggggg,,,,
545,2022-12-15,rival,True,4,balky,?yy??,alert,yy?y?,liras,ygyg?,rival,ggggg,,,,
546,2022-12-16,probe,True,4,balky,y????,tribe,?g?gg,grebe,?gygg,probe,ggggg,,,,
547,2022-12-17,chord,True,4,balky,?????,noire,?y?g?,odors,yygg?,chord,ggggg,,,,
548,2022-12-18,taper,True,4,balky,?g???,carat,?gyyy,pater,ygygg,taper,ggggg,,,,
549,2022-12-19,slate,True,4,balky,?yy??,alert,ygy?y,elate,ygggg,slate,ggggg,,,,
550,2022-12-20,third,True,4,balky,?????,noire,??gg?,whirs,?ggg?,third,ggggg,,,,
551,2022-12-21,lunar,True,4,balky,?yy??,alert,yy?y?,liras,g?yg?,lunar,ggggg,,,,
552,2022-12-22,excel,True,4,balky,??y??,liter,y??g?,elves,gy?g?,excel,ggggg,,,,
553,2022-12-23,aorta,True,3,balky,?y???,irate,?yyg?,aorta,ggggg,,,,,,
554,2022-12-24,poise,True,3,balky,?????,noire,?gg?g,poise,ggggg,,,,,,
555,2022-12-25,extra,True,4,balky,?y???,irate,?yyyy,terra,yyygg,extra,ggggg,,,,
556,2022-12-26,judge,True,5,balky,?????,noire,????g,geese,yyy?g,fugue,?gyyg,judge,ggggg,,
557,2022-12-27,condo,True,5,balky,?????,noire,yg???,coons,ggyy?,codon,ggyyy,condo,ggggg,,
558,2022-12-28,impel,True,4,balky,??y??,liter,yy?g?,flies,?yyg?,impel,ggggg,,,,
559,2022-12-29,havoc,True,4,balky,?g???,carat,yg?y?,panic,?g??g,havoc,ggggg,,,,
560,2022-12-30,molar,True,5,balky,?yg??,villa,??gyy,colas,?ggg?,polar,?gggg,molar,ggggg,,
561,2022-12-31,manly,True,3,balky,?gy?g,lardy,yg??g,manly,ggggg,,,,,,
562,2023-01-01,whine,True,6,balky,?????,noire,y?g?g,chine,?gggg,thine,?gggg,shine,?gggg,whine,ggggg
563,2023-01-02,skirt,True,3,balky,???y?,inker,y?y?y,skirt,ggggg,,,,,,
564,2023-01-03,antic,True,5,balky,?y???,irate,y?yy?,titan,yygyy,antis,gggg?,antic,ggggg,,
565,2023-01-04,layer,True,2,balky,?gy?y,layer,ggggg,,,,,,,,
566,2023-01-05,sleek,True,4,balky,??yy?,liker,y?yg?,kneel,y?ggy,sleek,ggggg,,,,
567,2023-01-06,belie,True,3,balky,g?g??,bolls,g?gy?,belie,ggggg,,,,,,
568,2023-01-07,lemon,True,4,balky,??y??,liter,g??y?,lodge,gy??y,lemon,ggggg,,,,
569,2023-01-08,opera,True,4,balky,?y???,irate,?yy?y,reran,yyyy?,opera,ggggg,,,,
570,2023-01-09,pixie,True,6,balky,?????,noire,??y?g,midge,?g??g,sieve,?gy?g,tithe,?g??g,pixie,ggggg
571,2023-01-10,grimy,True,4,balky,????g,deity,??g?g,shiny,??g?g,grimy,ggggg,,,,
572,2023-01-11,sedan,True,5,balky,?y???,irate,??y?y,apnea,y?ygy,ocean,??ygg,sedan,ggggg,,
573,2023-01-12,leapt,True,5,balky,?yy??,alert,yyy?g,least,ggg?g,leant,ggg?g,leapt,ggggg,,
574,2023-01-13,human,True,5,balky,?y???,irate,??y??,annas,yyyg?,nomad,y?gg?,human,ggggg,,
575,2023-01-14,koala,True,3,balky,?yyy?,kraal,g?gyy,koala,ggggg,,,,,,
576,2023-01-15,spire,True,3,balky,?????,noire,??ggg,spire,ggggg,,,,,,
577,2023-01-16,frock,True,5,balky,???y?,inker,??y?y,stork,??gyg,crook,yggyg,frock,ggggg,,
578,2023-01-17,adopt,True,5,balky,?y???,irate,??yy?,stoat,?ygyg,afoot,g?gyg,adopt,ggggg,,
579,2023-01-18,chard,True,3,balky,?y???,irate,?yg??,chard,ggggg,,,,,,
580,2023-01-19,mucky,True,4,balky,???gg,cocky,y?ggg,dicky,??ggg,mucky,ggggg,,,,
581,2023-01-20,alter,True,3,balky,?yy??,alert,ggyyy,alter,ggggg,,,,,,
582,2023-01-21,blurb,True,4,balky,g?y??,boils,g??y?,betel,g???y,blurb,ggggg,,,,
583,2023-01-22,matey,True,3,balky,?g??g,party,?g?yg,matey,ggggg,,,,,,
584,2023-01-23,elude,True,4,balky,??y??,liter,y??y?,oleos,?gy??,elude,ggggg,,,,
585,2023-01-24,count,True,4,balky,?????,noire,yg???,coons,ggyg?,count,ggggg,,,,
586,2023-01-25,maize,True,5,balky,?g???,carat,?g?y?,panda,?g??y,masse,gg??g,maize,ggggg,,
587,2023-01-26,beefy,True,4,balky,g???g,booty,g???g,beery,ggg?g,beefy,ggggg,,,,
588,2023-01-27,worry,True,5,balky,????g,deity,????g,corny,?gg?g,horsy,?gg?g,worry,ggggg,,
589,2023-01-28,flirt,True,4,balky,??y??,liter,yyy?y,trill,yggyy,flirt,ggggg,,,,
590,2023-01-29,fishy,True,4,balky,????g,deity,??y?g,finny,gg??g,fishy,ggggg,,,,
591,2023-01-30,crave,True,4,balky,?y???,irate,?gg?g,crane,ggg?g,crave,ggggg,,,,
592,2023-01-31,cross,True,5,balky,?????,noire,?y?y?,trots,?gg?g,crops,ggg?g,cross,ggggg,,
593,2023-02-01,scold,True,4,balky,??y??,liter,y????,cools,yyggy,scold,ggggg,,,,
594,2023-02-02,shirk,True,5,balky,???y?,inker,y?y?y,skirt,gygg?,smirk,g?ggg,shirk,ggggg,,
595,2023-02-03,tasty,True,4,balky,?g??g,party,?g?gg,catty,?gygg,tasty,ggggg,,,,
596,2023-02-04,unlit,True,4,balky,??g??,cills,?ygy?,folio,??gg?,unlit,ggggg,,,,
597,2023-02-05,dance,True,4,balky,?g???,carat,yg?y?,panic,?gg?y,dance,ggggg,,,,
598,2023-02-06,ninth,True,3,balky,?????,noire,g?y??,ninth,ggggg,,,,,,
599,2023-02-07,apple,True,6,balky,?yy??,alert,gyy??,angel,g??yy,aisle,g??gg,addle,g??gg,apple,ggggg
600,2023-02-08,flail,True,4,balky,?yy??,alert,yg???,flags,ggg??,flail,ggggg,,,,
601,2023-02-09,stage,True,4,balky,?y???,irate,??gyg,tease,yygyg,stage,ggggg,,,,
602,2023-02-10,heady,True,3,balky,?y??g,amity,y???g,heady,ggggg,,,,,,
603,2023-02-11,debug,True,4,balky,y????,tribe,???yy,oboes,?y?y?,debug,ggggg,,,,
604,2023-02-12,giant,True,3,balky,?y???,irate,y?gy?,giant,ggggg,,,,,,
605,2023-02-13,usage,True,5,balky,?y???,irate,??g?g,cease,?ygyg,shade,y?g?g,usage,ggggg,,
606,2023-02-14,sound,True,4,balky,?????,noire,yg???,coons,?gygy,sound,ggggg,,,,
607,2023-02-15,salsa,True,3,balky,?gg??,calla,?ggyg,salsa,ggggg,,,,,,
608,2023-02-16,magic,True,5,balky,?g???,carat,yg?y?,panic,?g?gg,gamic,ygygg,magic,ggggg,,
609,2023-02-17,cache,True,5,balky,?g???,carat,gg?y?,caned,gg?y?,cause,gg??g,cache,ggggg,,
610,2023-02-18,avail,True,4,balky,?yy??,alert,gy???,annul,g???g,avail,ggggg,,,,
611,2023-02-19,kiosk,True,4,balky,???y?,inker,y?y??,skits,yyy?y,kiosk,ggggg,,,,
612,2023-02-20,sweat,True,6,balky,?y???,irate,??yyy,anent,y?g?g,exeat,y?ggg,cheat,??ggg,sweat,ggggg
613,2023-02-21,ruddy,True,4,balky,????g,deity,y???g,cordy,??ygg,ruddy,ggggg,,,,
614,2023-02-22,riper,False,6,balky,?????,noire,??yyy,riser,gg?gg,river,gg?gg,rider,gg?gg,ricer,gg?gg
615,2023-02-23,vague,True,6,balky,?g???,carat,?g?y?,panda,?g??y,masse,?g??g,waive,?g?yg,vague,ggggg
616,2023-02-24,arbor,True,3,balky,yy???,rebar,y?gyg,arbor,ggggg,,,,,,
617,2023-02-25,fifty,True,4,balky,????g,deity,??ygg,fisty,gg?gg,fifty,ggggg,,,,
618,2023-02-26,syrup,True,4,balky,????y,eyrie,?gg??,tyros,?gg?y,syrup,ggggg,,,,
619,2023-02-27,worse,True,5,balky,?????,noire,?g?yg,horse,?gggg,gorse,?gggg,worse,ggggg,,
620,2023-02-28,polka,True,2,balky,?ygg?,polka,ggggg,,,,,,,,
621,2023-03-01,moose,True,3,balky,?????,noire,?g??g,moose,ggggg,,,,,,
622,2023-03-02,above,True,6,balky,yy???,rebar,?yyy?,abate,ggy?g,abide,gg??g,abuse,gg??g,above,ggggg
623,2023-03-03,squat,True,4,balky,?y???,irate,??yy?,stoat,gy?gg,squat,ggggg,,,,
624,2023-03-04,trend,True,5,balky,?????,noire,y??yy,enter,yyyyy,rents,yyyy?,trend,ggggg,,
625,2023-03-05,toxic,True,6,balky,?????,noire,?gy??,comic,yg?gg,iodic,yg?gg,topic,gg?gg,toxic,ggggg
626,2023-03-06,pinky,True,4,balky,???gg,cocky,???gg,dinky,?gggg,pinky,ggggg,,,,
627,2023-03-07,horse,True,3,balky,?????,noire,?g?yg,horse,ggggg,,,,,,
628,2023-03-08,regal,True,4,balky,?yy??,alert,yyyy?,renal,gg?gg,regal,ggggg,,,,
629,2023-03-09,where,True,4,balky,?????,noire,???gg,metre,?y?gg,where,ggggg,,,,
630,2023-03-10,revel,True,4,balky,??y??,liter,y??gy,morel,??ygg,revel,ggggg,,,,
631,2023-03-11,email,True,4,balky,?yy??,alert,yyy??,lease,yyg?y,email,ggggg,,,,
632,2023-03-12,birth,True,4,balky,g????,bocce,g????,brigs,gyy??,birth,ggggg,,,,
633,2023-03-13,blame,True,5,balky,gyy??,brawl,g?g?y,bland,ggg??,blats,ggg??,blame,ggggg,,
634,2023-03-14,surly,True,5,balky,??y?g,coyly,??ygg,drily,?y?gg,reply,y??gg,surly,ggggg,,
635,2023-03-15,sweep,True,5,balky,?????,noire,????y,duets,??g?y,sheep,g?ggg,sweep,ggggg,,
636,2023-03-16,cider,True,6,balky,?????,noire,??yyy,riser,yg?gg,direr,ygygg,eider,ygggg,cider,ggggg
637,2023-03-17,mealy,True,3,balky,?yy?g,amply,yy?gg,mealy,ggggg,,,,,,
638,2023-03-18,yacht,True,4,balky,?g??y,yards,gg???,yahoo,ggy??,yacht,ggggg,,,,
639,2023-03-19,credo,True,4,balky,?????,noire,?y?yy,error,ygyyy,credo,ggggg,,,,
640,2023-03-20,glove,True,6,balky,??y??,liter,y??y?,oleos,ygyy?,elope,ygg?g,clone,?gg?g,glove,ggggg
641,2023-03-21,tough,True,5,balky,?????,noire,?g???,cooch,?gy?g,mouth,?ggyg,tough,ggggg,,
642,2023-03-22,duvet,True,4,balky,?????,noire,????y,duets,ggyy?,duvet,ggggg,,,,
643,2023-03-23,staid,True,4,balky,?y???,irate,y?gy?,giant,?yg?y,staid,ggggg,,,,
644,2023-03-24,grout,True,4,balky,?????,noire,?y?y?,trots,yggy?,grout,ggggg,,,,
645,2023-03-25,voter,True,5,balky,?????,noire,?g?yy,cored,?gyg?,roves,ygyg?,voter,ggggg,,
646,2023-03-26,untie,True,5,balky,?????,noire,y?y?g,hinge,?yy?g,indie,yg?gg,untie,ggggg,,
647,2023-03-27,guano,True,4,balky,?y???,irate,??g??,whang,??ggy,guano,ggggg,,,,
648,2023-03-28,hurry,True,4,balky,????g,deity,????g,corny,??g?g,hurry,ggggg,,,,
649,2023-03-29,beset,True,5,balky,g????,bocce,g???y,bebug,ggy??,beret,gg?gg,beset,ggggg,,
650,2023-03-30,bread,True,3,balky,gy???,board,g?yyg,bread,ggggg,,,,,,
651,2023-03-31,every,True,4,balky,????g,deity,?y??g,emery,g?ggg,every,ggggg,,,,
652,2023-04-01,march,True,4,balky,?g???,carat,yggy?,parch,?gggg,march,ggggg,,,,
653,2023-04-02,stock,True,3,balky,???y?,inker,??y??,stock,ggggg,,,,,,
654,2023-04-03,flora,True,3,balky,?yy??,alert,yg?g?,flora,ggggg,,,,,,
655,2023-04-04,ratio,True,4,balky,?g???,carat,?gyyy,pater,?gg?y,ratio,ggggg,,,,
656,2023-04-05,smash,True,5,balky,?y???,irate,??g??,whang,?yg??,coach,??g?g,smash,ggggg,,
657,2023-04-06,leafy,True,4,balky,?yy?g,amply,y??yg,glary,?yg?g,leafy,ggggg,,,,
658,2023-04-07,locus,True,5,balky,??y??,liter,g????,lochs,ggg?g,locos,gggyg,locus,ggggg,,
659,2023-04-08,ledge,True,4,balky,??y??,liter,g??y?,lodge,g?ggg,ledge,ggggg,,,,
660,2023-04-09,snafu,True,5,balky,?y???,irate,??g??,whang,??gy?,snaps,ggg?y,snafu,ggggg,,
661,2023-04-10,under,True,5,balky,?????,noire,y??yy,enter,yg?gg,sneer,?gygg,under,ggggg,,
662,2023-04-11,qualm,True,4,balky,?yy??,alert,yy???,snail,??g?y,qualm,ggggg,,,,
663,2023-04-12,borax,True,3,balky,gy???,board,ggyy?,borax,ggggg,,,,,,
664,2023-04-13,carat,True,2,balky,?g???,carat,ggggg,,,,,,,,
665,2023-04-14,thief,True,4,balky,?????,noire,??g?y,chief,?gggg,thief,ggggg,,,,
666,2023-04-15,agony,True,4,balky,?y??g,amity,g???g,angry,gyy?g,agony,ggggg,,,,
667,2023-04-16,dwelt,True,4,balky,??y??,liter,y?yy?,stele,?yggy,dwelt,ggggg,,,,
668,2023-04-17,whiff,True,4,balky,?????,noire,??g??,chits,?gg??,whiff,ggggg,,,,
669,2023-04-18,hound,True,6,balky,?????,noire,yg???,coons,?gyg?,mount,?ggg?,pound,?gggg,hound,ggggg
670,2023-04-19,thump,True,4,balky,?????,noire,?????,tutus,gyyy?,thump,ggggg,,,,
671,2023-04-20,plate,True,5,balky,?yy??,alert,ygy?y,elate,ygggg,slate,?gggg,plate,ggggg,,
672,2023-04-21,kayak,True,3,balky,?g?yy,kayos,ggg??,kayak,ggggg,,,,,,
673,2023-04-22,broke,True,3,balky,g??g?,bocks,gy?g?,broke,ggggg,,,,,,
674,2023-04-23,unzip,True,6,balky,?????,noire,y?y??,tints,?yy??,unpin,ggygy,unhip,gg?gg,unzip,ggggg
675,2023-04-24,ditto,True,3,balky,?????,noire,?yy??,ditto,ggggg,,,,,,
676,2023-04-25,joker,True,5,balky,???y?,inker,??ggg,toker,?gggg,poker,?gggg,joker,ggggg,,
677,2023-04-26,metro,True,5,balky,?????,noire,?y?gy,overs,y?yg?,retro,ygggg,metro,ggggg,,
678,2023-04-27,logic,True,3,balky,??y??,liter,gy???,logic,ggggg,,,,,,
679,2023-04-28,circa,True,4,balky,?y???,irate,yyy??,dinar,?g?yy,circa,ggggg,,,,
680,2023-04-29,cedar,True,4,balky,?y???,irate,?yy?y,reran,ygyg?,cedar,ggggg,,,,
681,2023-04-30,plaza,True,6,balky,?yy??,alert,yg???,flags,?gg??,clamp,?gg?y,plain,ggg??,plaza,ggggg
682,2023-05-01,range,True,4,balky,?g???,carat,?gyy?,manor,?gg?y,range,ggggg,,,,
683,2023-05-02,sulky,True,3,balky,??ggg,milky,??ggg,sulky,ggggg,,,,,,
684,2023-05-03,horde,True,4,balky,?????,noire,?g?yg,horse,ggg?g,horde,ggggg,,,,
685,2023-05-04,guppy,True,4,balky,????g,deity,????g,corny,????g,guppy,ggggg,,,,
686,2023-05-05,below,True,3,balky,g?g??,bolls,gygy?,below,ggggg,,,,,,
687,2023-05-06,anger,True,4,balky,?y???,irate,?yy?y,reran,yyyyy,anger,ggggg,,,,
688,2023-05-07,ghoul,True,5,balky,??y??,liter,y????,cools,?ygy?,flood,?ygyg,ghoul,ggggg,,
689,2023-05-08,aglow,True,5,balky,?yg??,villa,??gyy,colas,?ygy?,allot,gygg?,aglow,ggggg,,
690,2023-05-09,cocoa,True,5,balky,?y???,irate,??y??,annas,y??yg,comma,gg??g,cocoa,ggggg,,
691,2023-05-10,ethic,True,4,balky,?????,noire,??y?y,sites,?yyy?,ethic,ggggg,,,,
692,2023-05-11,broom,True,4,balky,g????,bocce,gy???,bromo,gggyy,broom,ggggg,,,,
693,2023-05-12,snack,True,5,balky,?y?y?,asker,yyy??,ikats,?yg?y,shank,g?gyg,snack,ggggg,,
694,2023-05-13,acrid,True,4,balky,?y???,irate,yyy??,dinar,yy?yy,acrid,ggggg,,,,
695,2023-05-14,scarf,True,6,balky,?y???,irate,?yg??,chard,y?gg?,scars,ggggy,scarp,gggg?,scarf,ggggg
696,2023-05-15,canoe,True,4,balky,?g???,carat,gg?y?,caned,gggy?,canoe,ggggg,,,,
697,2023-05-16,latte,True,5,balky,?gy??,carol,?g??y,lanai,gg?y?,latex,gggy?,latte,ggggg,,
698,2023-05-17,plank,True,4,balky,?yyy?,kraal,y?gyy,clank,?gggg,plank,ggggg,,,,
699,2023-05-18,shorn,True,5,balky,?????,noire,yy?g?,snort,gygg?,scorn,g?ggg,shorn,ggggg,,
700,2023-05-19,grief,True,6,balky,?????,noire,??gyy,cried,?ggg?,tries,?ggg?,prier,?gggy,grief,ggggg
701,2023-05-20,flask,True,4,balky,?yyy?,kraal,y?gyy,clank,?gg?g,flask,ggggg,,,,
702,2023-05-21,brash,True,4,balky,gy???,board,g?gy?,brans,ggg?y,brash,ggggg,,,,
703,2023-05-22,igloo,True,4,balky,??g??,cills,?ygy?,folio,?ygyg,igloo,ggggg,,,,
704,2023-05-23,clerk,True,3,balky,??yy?,liker,y?yyy,clerk,ggggg,,,,,,
705,2023-05-24,utter,True,5,balky,?????,noire,???yy,crest,?yy?y,deter,?yggg,utter,ggggg,,
706,2023-05-25,bagel,True,4,balky,ggy??,banal,gg?yg,basil,gg??g,bagel,ggggg,,,,
707,2023-05-26,swine,True,6,balky,?????,noire,y?g?g,chine,??ggg,seine,gyggg,spine,g?ggg,swine,ggggg
708,2023-05-27,ramen,True,4,balky,?g???,carat,?gyy?,manor,ygy?y,ramen,ggggg,,,,
709,2023-05-28,skimp,True,4,balky,???y?,inker,y?y??,skits,ggg?y,skimp,ggggg,,,,
710,2023-05-29,mouse,True,4,balky,?????,noire,?g??g,moose,ggygg,mouse,ggggg,,,,
711,2023-05-30,kneel,True,3,balky,??yy?,liker,y?yg?,kneel,ggggg,,,,,,
712,2023-05-31,agile,True,4,balky,?yy??,alert,gyy??,angel,g?yyy,agile,ggggg,,,,
713,2023-06-01,jazzy,True,6,balky,?g??g,party,?g??g,candy,?g??g,mashy,?g??g,gauzy,?g?gg,jazzy,ggggg
714,2023-06-02,humid,True,5,balky,?????,noire,??y??,tutti,?g??y,music,yg?g?,humid,ggggg,,
715,2023-06-03,nanny,True,4,balky,?g??g,party,?g??g,candy,?gg?g,nanny,ggggg,,,,
716,2023-06-04,beast,True,4,balky,gy???,board,g?g??,beans,ggg?y,beast,ggggg,,,,
717,2023-06-05,ennui,True,4,balky,?????,noire,y?y?y,inset,yg?y?,ennui,ggggg,,,,
718,2023-06-06,scout,True,4,balky,?????,noire,?y???,scoot,gggyg,scout,ggggg,,,,
719,2023-06-07,hater,True,5,balky,?g???,carat,?gyyy,pater,?gggg,mater,?gggg,hater,ggggg,,
720,2023-06-08,crumb,True,3,balky,y????,tribe,?g?y?,crumb,ggggg,,,,,,
721,2023-06-09,balsa,True,3,balky,ggg??,balls,gggyy,balsa,ggggg,,,,,,
722,2023-06-10,again,True,4,balky,?y???,irate,y?g??,chain,??ggg,again,ggggg,,,,
723,2023-06-11,guard,True,5,balky,?y???,irate,?yg??,chard,??ggg,award,y?ggg,guard,ggggg,,
724,2023-06-12,wrong,True,6,balky,?????,noire,yy?y?,croon,?ggyy,front,?ggg?,prong,?gggg,wrong,ggggg
725,2023-06-13,plunk,True,6,balky,??yy?,liker,y?y??,knoll,yg?yy,slunk,?gggg,clunk,?gggg,plunk,ggggg
726,2023-06-14,crime,True,5,balky,?????,noire,??gyg,prise,?gg?g,trite,?gg?g,crime,ggggg,,
727,2023-06-15,maybe,True,2,balky,yg??y,maybe,ggggg,,,,,,,,
728,2023-06-16,strap,True,4,balky,?y???,irate,?yyy?,attar,ygygy,strap,ggggg,,,,
729,2023-06-17,ranch,True,3,balky,?g???,carat,ygyy?,ranch,ggggg,,,,,,
730,2023-06-18,shyly,True,5,balky,??y?g,coyly,??ggg,dryly,??ggg,slyly,gyggg,shyly,ggggg,,
731,2023-06-19,kazoo,True,4,balky,?g?y?,karat,gg?y?,kappa,gg??y,kazoo,ggggg,,,,
732,2023-06-20,frost,True,4,balky,?????,noire,?y?y?,trots,yggyy,frost,ggggg,,,,
733,2023-06-21,crane,True,3,balky,?y???,irate,?gg?g,crane,ggggg,,,,,,
734,2023-06-22,taste,True,5,balky,?g???,carat,?g?yy,pants,?g?gy,haste,?gggg,taste,ggggg,,
735,2023-06-23,covet,True,6,balky,?????,noire,?g??y,cooed,ggyg?,cotes,ggyg?,comet,gg?gg,covet,ggggg
736,2023-06-24,grand,True,3,balky,?y???,irate,?gg??,grand,ggggg,,,,,,
737,2023-06-25,rodeo,True,5,balky,?????,noire,?g?yy,cored,?gygy,doter,yg?gy,rodeo,ggggg,,
738,2023-06-26,guest,True,4,balky,?????,noire,????y,duets,?ggyy,guest,ggggg,,,,
739,2023-06-27,about,True,6,balky,yy???,rebar,??yy?,abaca,ggy?y,abaft,ggy?g,absit,gg??g,about,ggggg
740,2023-06-28,tract,True,4,balky,?y???,irate,?ggy?,grant,?gg?g,tract,ggggg,,,,
741,2023-06-29,diner,True,4,balky,?????,noire,y?yyy,inter,yy?gg,diner,ggggg,,,,
742,2023-06-30,straw,True,5,balky,?y???,irate,?yyy?,attar,ygygy,strap,gggg?,straw,ggggg,,
743,2023-07-01,bleep,True,5,balky,g?y??,boils,g??y?,betel,gy?gy,bleed,gggg?,bleep,ggggg,,
744,2023-07-02,mossy,True,5,balky,????g,deity,????g,corny,?g??g,goopy,?gy?g,mossy,ggggg,,
745,2023-07-03,hotel,True,4,balky,??y??,liter,y?gg?,motel,?gggg,hotel,ggggg,,,,
746,2023-07-04,irate,True,2,balky,?y???,irate,ggggg,,,,,,,,
747,2023-07-05,venom,True,4,balky,?????,noire,yy??y,tenon,?gggy,venom,ggggg,,,,
748,2023-07-06,windy,True,4,balky,????g,deity,y?y?g,ridgy,?gy?g,windy,ggggg,,,,
749,2023-07-07,donut,True,5,balky,?????,noire,yg???,coons,?gyy?,mondo,?ggyy,donut,ggggg,,
750,2023-07-08,cower,True,6,balky,?????,noire,?g?yy,cored,ggyg?,coper,gg?gg,comer,gg?gg,cower,ggggg
751,2023-07-09,enter,True,3,balky,?????,noire,y??yy,enter,ggggg,,,,,,
752,2023-07-10,folly,True,3,balky,??g?g,dilly,??ggg,folly,ggggg,,,,,,
753,2023-07-11,earth,True,4,balky,?g???,carat,?ggyy,tared,yggy?,earth,ggggg,,,,
754,2023-07-12,whirl,True,4,balky,??y??,liter,yy??y,roils,y?gy?,whirl,ggggg,,,,
755,2023-07-13,barge,True,4,balky,gg???,barbs,gggy?,bared,gggy?,barge,ggggg,,,,
756,2023-07-14,fiend,True,5,balky,?????,noire,y?y?y,inset,yy?y?,genii,?gyyy,fiend,ggggg,,
757,2023-07-15,crone,True,3,balky,?????,noire,yy?yg,crone,ggggg,,,,,,
758,2023-07-16,topaz,True,4,balky,?y???,irate,??yy?,stoat,?yygy,topaz,ggggg,,,,
759,2023-07-17,droop,True,5,balky,?????,noire,?y?y?,trots,?gg??,groom,?ggg?,droop,ggggg,,
760,2023-07-18,flyer,True,4,balky,??y?y,lyres,yyyg?,plyer,?gggg,flyer,ggggg,,,,
761,2023-07-19,tonic,True,5,balky,?????,noire,ygy??,conic,ygggg,ionic,ygggg,tonic,ggggg,,
